ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
0003-276X,ANATOMICAL RECORD,0,2,0
0362-2525,JOURNAL OF MORPHOLOGY,0,1,0
0008-8730,CELL AND TISSUE KINETICS,0,12,0
<IT>Arch Mikrosk. Anat</IT>,<IT>Arch Mikrosk. Anat</IT>,0,1,0
0002-9106,AMERICAN JOURNAL OF ANATOMY,0,3,0
0945-6317,VIRCHOWS ARCHIV,0,1,0
0362-546X,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,0,2,0
0829-8211,BIOCHEMISTRY AND CELL BIOLOGY-BIOCHIMIE ET BIOLOGIE CELLULAIRE,0,1,0
1389-4501,CURRENT DRUG TARGETS,0,1,0
0340-6075,VIRCHOWS ARCHIV B-CELL PATHOLOGY INCLUDING MOLECULAR PATHOLOGY,0,2,0
0941-1291,SURGERY TODAY,0,1,0
0033-7587,RADIATION RESEARCH,0,5,0
<IT>Curr. Color. Can. Reports</IT>,<IT>Curr. Color. Can. Reports</IT>,0,1,0
0141-8637,PHILOSOPHICAL MAGAZINE B-PHYSICS OF CONDENSED MATTER STATISTICAL MECHANICS ELECTRONIC OPTICAL AND MAGNETIC PROPERTIES,0,1,0
<IT>Biomech. Model Mechanobiol</IT>.,<IT>Biomech. Model Mechanobiol</IT>.,0,1,0
0179-1958,INTERNATIONAL JOURNAL OF COLORECTAL DISEASE,0,1,0
0027-5107,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,0,7,0
1096-4959,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,0,1,0
0959-9673,INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,0,1,0
1445-1433,ANZ JOURNAL OF SURGERY,0,1,0
0021-8782,JOURNAL OF ANATOMY,0,1,0
"An NIH White Paper by the QSP Workshop Group-October, 2011","An NIH White Paper by the QSP Workshop Group-October, 2011",0,1,0
0021-521X,JAPANESE JOURNAL OF PHYSIOLOGY,0,4,0
0002-9149,AMERICAN JOURNAL OF CARDIOLOGY,0,1,0
0022-2828,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,0,4,0
0002-9513,AMERICAN JOURNAL OF PHYSIOLOGY,0,11,0
Animal models in cardiovascular research,Animal models in cardiovascular research,0,1,0
0743-1546,"2004 43RD IEEE CONFERENCE ON DECISION AND CONTROL (CDC), VOLS 1-5",0,5,0
1561-8625,ASIAN JOURNAL OF CONTROL,0,1,0
0198-8859,HUMAN IMMUNOLOGY,0,1,0
CRSC Tech. Rep. (CRSC-TR01-27),CRSC Tech. Rep. (CRSC-TR01-27),0,1,0
0037-5497,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,0,4,0
0891-5849,FREE RADICAL BIOLOGY AND MEDICINE,0,2,0
1058-8388,DEVELOPMENTAL DYNAMICS,0,3,0
0925-4773,MECHANISMS OF DEVELOPMENT,0,1,0
0148-0731,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,0,5,0
0006-355X,BIORHEOLOGY,0,1,0
0031-8655,PHOTOCHEMISTRY AND PHOTOBIOLOGY,0,1,0
1018-1172,JOURNAL OF VASCULAR RESEARCH,0,1,0
1538-7933,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,0,1,0
1424-8832,PATHOPHYSIOLOGY OF HAEMOSTASIS AND THROMBOSIS,0,1,0
0031-3998,PEDIATRIC RESEARCH,0,1,0
0026-2862,MICROVASCULAR RESEARCH,0,2,0
0031-9155,PHYSICS IN MEDICINE AND BIOLOGY,0,1,0
0723-4864,EXPERIMENTS IN FLUIDS,0,1,0
0066-4189,ANNUAL REVIEW OF FLUID MECHANICS,0,2,0
0167-0865,INTERNATIONAL JOURNAL OF MICROCIRCULATION-CLINICAL AND EXPERIMENTAL,0,1,0
0002-9440,AMERICAN JOURNAL OF PATHOLOGY,0,2,0
Microvascular Research,Microvascular Research,0,1,0
Proc Natl. Acad. Sci. USA,Proc Natl. Acad. Sci. USA,0,1,0
Phys. Rev. E.,Phys. Rev. E.,0,2,0
PLos Comput. Biol,PLos Comput. Biol,0,1,0
PLos One,PLos One,0,2,0
BMC Syst. Boil.,BMC Syst. Boil.,0,1,0
Annu. Rev. Microbiol.,Annu. Rev. Microbiol.,0,1,0
Biophys. J.,Biophys. J.,0,1,0
1545-9985,NATURE STRUCTURAL & MOLECULAR BIOLOGY,0,5,0
0167-6997,INVESTIGATIONAL NEW DRUGS,0,1,0
Drug discovery today. Disease models,Drug discovery today. Disease models,0,1,0
Mol.Syst. Biol.,Mol.Syst. Biol.,0,1,0
1937-3341,TISSUE ENGINEERING PART A,0,2,0
0818-9641,IMMUNOLOGY AND CELL BIOLOGY,0,1,0
1099-498X,JOURNAL OF GENE MEDICINE,0,1,0
1074-5521,CHEMISTRY & BIOLOGY,0,1,0
0730-7268,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,0,1,0
1867-8211,"COMPLEX SCIENCES, PT 1",0,2,0
0304-4076,JOURNAL OF ECONOMETRICS,0,1,0
0169-7439,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,0,4,0
0888-5885,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,0,6,0
Rev. Ind. Organ.,Rev. Ind. Organ.,0,1,0
LAUR-95-1275,LAUR-95-1275,0,1,0
1087-1845,FUNGAL GENETICS AND BIOLOGY,0,3,0
0044-2208,ZEITSCHRIFT FUR ALLGEMEINE MIKROBIOLOGIE,0,1,0
0953-7562,MYCOLOGICAL RESEARCH,0,2,0
0022-2844,JOURNAL OF MOLECULAR EVOLUTION,0,5,0
1439-4227,CHEMBIOCHEM,0,1,0
<IT>Endocytobiosis Cell Res.</IT>,<IT>Endocytobiosis Cell Res.</IT>,0,1,0
0376-5075,COMPUTER NETWORKS AND ISDN SYSTEMS,0,1,0
0147-5975,EXPERIMENTAL MYCOLOGY,0,1,0
0031-9422,PHYTOCHEMISTRY,0,1,0
0307-4412,BIOCHEMICAL EDUCATION,0,1,0
1535-9778,EUKARYOTIC CELL,0,2,0
0018-9340,IEEE TRANSACTIONS ON COMPUTERS,0,1,0
PRINCIPLES OF MODEL CHECKING,PRINCIPLES OF MODEL CHECKING,0,1,0
Validation of Stochastic Systems,Validation of Stochastic Systems,0,1,0
0143-7054,IEE PROCEEDINGS-D CONTROL THEORY AND APPLICATIONS,0,2,0
1570-7946,16TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING AND 9TH INTERNATIONAL SYMPOSIUM ON PROCESS SYSTEMS ENGINEERING,0,1,0
0168-9274,APPLIED NUMERICAL MATHEMATICS,0,1,0
0025-5610,MATHEMATICAL PROGRAMMING,0,3,0
0036-1429,SIAM JOURNAL ON NUMERICAL ANALYSIS,0,1,0
Mathematical Biosciences,Mathematical Biosciences,0,1,0
Int J Pure Appl Math,Int J Pure Appl Math,0,1,0
Computing,Computing,0,1,0
1055-6788,OPTIMIZATION METHODS & SOFTWARE,0,3,0
Reliab. Comput.,Reliab. Comput.,0,1,0
0077-8923,REVERSE ENGINEERING BIOLOGICAL NETWORKS: OPPORTUNITIES AND CHALLENGES IN COMPUTATIONAL METHODS FOR PATHWAY INFERENCE,0,5,0
0303-6898,SCANDINAVIAN JOURNAL OF STATISTICS,0,1,0
Biotechniques,Biotechniques,0,1,0
0278-940X,CRITICAL REVIEWS IN BIOMEDICAL ENGINEERING,0,1,0
0895-4798,SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS,0,1,0
0097-3165,JOURNAL OF COMBINATORIAL THEORY SERIES A,0,1,0
0196-6774,JOURNAL OF ALGORITHMS,0,2,0
1341-7568,GENES & GENETIC SYSTEMS,0,1,0
ACM SIGKDD,ACM SIGKDD,0,1,0
Graduate Texts in Mathematics,Graduate Texts in Mathematics,0,1,0
Congr Numer,Congr Numer,0,2,0
ACM,ACM,0,1,0
2156-1125,2009 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICINE,0,1,0
SIAM Rev.,SIAM Rev.,0,1,0
Stat. Comput.,Stat. Comput.,0,1,0
Drug discovery today. Technologies,Drug discovery today. Technologies,0,1,0
1043-4046,ADVANCES IN PHYSIOLOGY EDUCATION,0,1,0
0188-4409,ARCHIVES OF MEDICAL RESEARCH,0,1,0
0014-2972,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,0,1,0
0889-8529,ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA,0,1,0
0363-5465,AMERICAN JOURNAL OF SPORTS MEDICINE,0,1,0
0304-4165,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,0,1,0
0363-6143,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,0,1,0
0363-6135,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0,3,0
1880-6546,JOURNAL OF PHYSIOLOGICAL SCIENCES,0,2,0
1522-2152,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,0,1,0
1930-7381,OBESITY,0,1,0
0144-5979,CLINICAL PHYSIOLOGY,0,1,0
0929-8673,CURRENT MEDICINAL CHEMISTRY,0,1,0
Prog. Biophys. Mol. Biol.,Prog. Biophys. Mol. Biol.,0,1,0
J. Physiol. Sci.,J. Physiol. Sci.,0,1,0
0145-479X,JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,0,1,0
0265-0746,IMA JOURNAL OF MATHEMATICS APPLIED IN MEDICINE AND BIOLOGY,0,2,0
ADV MATH POPULATION,ADV MATH POPULATION,0,1,0
Hindawi Publishing Corporation Journal of Biomedicine and Biotechnology,Hindawi Publishing Corporation Journal of Biomedicine and Biotechnology,0,1,0
Journal of Applied Mathematics,Journal of Applied Mathematics,0,1,0
AMER JOUR PUBL HEALTH,AMER JOUR PUBL HEALTH,0,1,0
0885-7474,JOURNAL OF SCIENTIFIC COMPUTING,0,1,0
0098-3500,ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,0,5,0
0021-9002,JOURNAL OF APPLIED PROBABILITY,0,2,0
Stoch. Process. Appl.,Stoch. Process. Appl.,0,1,0
0080-4630,PROCEEDINGS OF THE ROYAL SOCIETY OF LONDON SERIES A-MATHEMATICAL AND PHYSICAL SCIENCES,0,2,0
0722-3277,ZEITSCHRIFT FUR PHYSIK B-CONDENSED MATTER,0,1,0
Bernoulli,Bernoulli,0,1,0
J. Appl. Math.,J. Appl. Math.,0,1,0
J. Stat. Phys.,J. Stat. Phys.,0,1,0
0008-4204,CANADIAN JOURNAL OF PHYSICS,0,2,0
1065-6995,CELL BIOLOGY INTERNATIONAL,0,1,0
0967-3849,CHROMOSOME RESEARCH,0,1,0
0340-0336,ZEITSCHRIFT FUR ZELLFORSCHUNG UND MIKROSKOPISCHE ANATOMIE,0,1,0
0361-0918,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0,1,0
1047-8477,JOURNAL OF STRUCTURAL BIOLOGY,0,2,0
1882-6865,ASIAN ETHNOLOGY,0,1,0
THESIS U LETHBRIDGE,THESIS U LETHBRIDGE,0,1,0
1398-9219,TRAFFIC,0,2,0
0218-348X,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,0,1,0
0375-9601,PHYSICS LETTERS A,0,1,0
Statistical Inference for Stochastic Processes,Statistical Inference for Stochastic Processes,0,1,0
J. Comput. Anal. Appl.,J. Comput. Anal. Appl.,0,1,0
J. Stat. Mech.,J. Stat. Mech.,0,1,0
0196-4763,CYTOMETRY,0,2,0
INRIA research report,INRIA research report,0,1,0
0002-9122,AMERICAN JOURNAL OF BOTANY,0,1,0
0023-5946,KYBERNETIK,0,1,0
0957-4530,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,0,1,0
0022-3549,JOURNAL OF PHARMACEUTICAL SCIENCES,0,1,0
0004-6361,ASTRONOMY & ASTROPHYSICS,0,1,0
0021-7824,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,0,1,0
WILEY SERIES PROBABI,WILEY SERIES PROBABI,0,1,0
0302-766X,CELL AND TISSUE RESEARCH,0,2,0
0969-9961,NEUROBIOLOGY OF DISEASE,0,2,0
1385-299X,BRAIN RESEARCH PROTOCOLS,0,2,0
1471-0048,NATURE REVIEWS NEUROSCIENCE,0,2,0
Prog. Neurobiol.,Prog. Neurobiol.,0,2,0
0271-678X,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,0,2,0
0091-6765,ENVIRONMENTAL HEALTH PERSPECTIVES,0,1,0
0005-2736,BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,0,3,0
In Silico Biol.,In Silico Biol.,0,1,0
Clin. Cancer. Res.,Clin. Cancer. Res.,0,1,0
Cancer Res.,Cancer Res.,0,1,0
1745-834X,NATURE CLINICAL PRACTICE NEUROLOGY,0,1,0
Turk J Med Sci,Turk J Med Sci,0,1,0
J. Neuropathol.,J. Neuropathol.,0,1,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0,1,0
New England J. Med.,New England J. Med.,0,1,0
0105-2896,IMMUNOLOGICAL REVIEWS,0,3,0
0006-8993,BRAIN RESEARCH,0,1,0
Biol. Direct.,Biol. Direct.,0,1,0
ANALYSIS OF MICROARRAY DATA: A NETWORK-BASED APPROACH,ANALYSIS OF MICROARRAY DATA: A NETWORK-BASED APPROACH,0,3,0
1567-1356,FEMS YEAST RESEARCH,0,4,0
0885-4513,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,0,2,0
1084-9521,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,0,2,0
0303-4240(print),"REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY, VOL 156",0,1,0
SIAM,SIAM,0,1,0
1072-8368,NATURE STRUCTURAL BIOLOGY,0,3,0
0300-9084,BIOCHIMIE,0,3,0
0266-7061,COMPUTER APPLICATIONS IN THE BIOSCIENCES,0,2,0
Nat. Rev. Micro.,Nat. Rev. Micro.,0,1,0
Publicationes Mathematicae (Debrecen),Publicationes Mathematicae (Debrecen),0,3,0
Technical Report JPL-ICTR-99-2 Report,Technical Report JPL-ICTR-99-2 Report,0,1,0
Kunstliche Intelligenz,Kunstliche Intelligenz,0,1,0
Trends Biochem. Sci.,Trends Biochem. Sci.,0,1,0
1367-5931,CURRENT OPINION IN CHEMICAL BIOLOGY,0,1,0
MODELING BIOMOLECULAR NETWORKS IN CELLS: STRUCTURES AND DYNAMICS,MODELING BIOMOLECULAR NETWORKS IN CELLS: STRUCTURES AND DYNAMICS,0,1,0
Pac. Symp. Biocomput.,Pac. Symp. Biocomput.,0,1,0
"Bioinformatics (Oxford, England)","Bioinformatics (Oxford, England)",0,1,0
0022-3492,JOURNAL OF PERIODONTOLOGY,0,1,0
1016-8478,MOLECULES AND CELLS,0,1,0
0024-3795,LINEAR ALGEBRA AND ITS APPLICATIONS,0,1,0
Comput. Chem. Eng,Comput. Chem. Eng,0,1,0
0306-7734,INTERNATIONAL STATISTICAL REVIEW,0,2,0
0301-4797,JOURNAL OF ENVIRONMENTAL MANAGEMENT,0,1,0
Working report,Working report,0,1,0
0022-4065,JOURNAL OF QUALITY TECHNOLOGY,0,1,0
0071-1365,"ESSAYS IN BIOCHEMISTRY: SYSTEMS BIOLOGY, VOL 45",0,2,0
0538-8066,INTERNATIONAL JOURNAL OF CHEMICAL KINETICS,0,3,0
0040-1706,TECHNOMETRICS,0,8,0
0169-5150,AGRICULTURAL ECONOMICS,0,1,0
Symposia of the Society for Experimental Biology,Symposia of the Society for Experimental Biology,0,1,0
Proc. IEEE Conf. on Engineering in Medicine and Biology Society,Proc. IEEE Conf. on Engineering in Medicine and Biology Society,0,1,0
0043-1397,WATER RESOURCES RESEARCH,0,1,0
0144-8463,BIOSCIENCE REPORTS,0,2,0
Proc. IDETC/CIE 2005,Proc. IDETC/CIE 2005,0,1,0
1045-3873,JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,0,1,0
0022-1120,JOURNAL OF FLUID MECHANICS,0,1,0
1547-5271,HEART RHYTHM,0,2,0
0022-3239,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,0,3,0
PLoS Computational Biology,PLoS Computational Biology,0,1,0
0025-1909,MANAGEMENT SCIENCE,0,2,0
0083-6729(print),PLANT HORMONES,0,1,0
0065-2911,"ADVANCES IN MICROBIAL PHYSIOLOGY, VOL 35",0,1,0
0006-8063,BOTANICAL BULLETIN OF ACADEMIA SINICA,0,1,0
0733-222X,BIO-TECHNOLOGY,0,2,0
0960-8524,BIORESOURCE TECHNOLOGY,0,1,0
Chem. Eng. News,Chem. Eng. News,0,1,0
Mol. Syst. Biol,Mol. Syst. Biol,0,2,0
0022-1287,JOURNAL OF GENERAL MICROBIOLOGY,0,1,0
0001-4036,COMPTES RENDUS HEBDOMADAIRES DES SEANCES DE L ACADEMIE DES SCIENCES,0,1,0
0098-6445,CHEMICAL ENGINEERING COMMUNICATIONS,0,2,0
1387-3806,INTERNATIONAL JOURNAL OF MASS SPECTROMETRY,0,1,0
Methods of biochemical analysis,Methods of biochemical analysis,0,1,0
1076-3279,TISSUE ENGINEERING,0,1,0
0066-4227,ANNUAL REVIEW OF MICROBIOLOGY,0,1,0
0923-2508,RESEARCH IN MICROBIOLOGY,0,1,0
0003-2697,ANALYTICAL BIOCHEMISTRY,0,3,0
BMC Syst Biol,BMC Syst Biol,0,1,0
0020-7608,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,0,1,0
1065-6251,CURRENT OPINION IN HEMATOLOGY,0,1,0
1552-4922,CYTOMETRY PART A,0,1,0
0920-9069,CYTOTECHNOLOGY,0,1,0
0304-3940,NEUROSCIENCE LETTERS,0,1,0
Handbook of experimental pharmacology,Handbook of experimental pharmacology,0,1,0
0009-2614,CHEMICAL PHYSICS LETTERS,0,1,0
0004-4172,ARZNEIMITTEL-FORSCHUNG/DRUG RESEARCH,0,1,0
0022-250X,JOURNAL OF MATHEMATICAL SOCIOLOGY,0,1,0
SIAM MONOGRAPHS DISC,SIAM MONOGRAPHS DISC,0,1,0
Linear and Multilinear Algebra,Linear and Multilinear Algebra,0,1,0
0883-9514,APPLIED ARTIFICIAL INTELLIGENCE,0,1,0
0196-9722,CYBERNETICS AND SYSTEMS,0,1,0
1549-9596,JOURNAL OF CHEMICAL INFORMATION AND MODELING,0,1,0
1433-7541,PATTERN ANALYSIS AND APPLICATIONS,0,1,0
Numer. Math,Numer. Math,0,1,0
Comment Acad Sci Petropolitanae,Comment Acad Sci Petropolitanae,0,1,0
0378-8733,SOCIAL NETWORKS,0,4,0
SERIES BOOKS MATH SC,SERIES BOOKS MATH SC,0,1,0
Discrete Mathematics and its Applications,Discrete Mathematics and its Applications,0,1,0
KDD,KDD,0,1,0
0963-5483,COMBINATORICS PROBABILITY & COMPUTING,0,1,0
0007-4985,BULLETIN OF MATHEMATICAL BIOPHYSICS,0,2,0
0968-0896,BIOORGANIC & MEDICINAL CHEMISTRY,0,1,0
0001-5903,ACTA INFORMATICA,0,1,0
0011-1643,CROATICA CHEMICA ACTA,0,1,0
OMICS A Journal of Integrative Biology,OMICS A Journal of Integrative Biology,0,2,0
0218-0014,INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,0,1,0
GENRES ON THE WEB: COMPUTATIONAL MODELS AND EMPIRICAL STUDIES,GENRES ON THE WEB: COMPUTATIONAL MODELS AND EMPIRICAL STUDIES,0,1,0
BULL MATH BIOPHYS,BULL MATH BIOPHYS,0,2,0
Advances in protein chemistry,Advances in protein chemistry,0,1,0
0002-4805,ALBERTA JOURNAL OF EDUCATIONAL RESEARCH,0,1,0
0163-7827,PROGRESS IN LIPID RESEARCH,0,1,0
BACTERIAL PHYSIOLOGY AND METABOLISM,BACTERIAL PHYSIOLOGY AND METABOLISM,0,1,0
Methods in enzymology,Methods in enzymology,0,1,0
J R Stat Soc,J R Stat Soc,0,1,0
1462-2912,ENVIRONMENTAL MICROBIOLOGY,0,1,0
0019-9567,INFECTION AND IMMUNITY,0,1,0
SIAM J Appl Math,SIAM J Appl Math,0,1,0
IFAC Proceedings Volumes,IFAC Proceedings Volumes,0,1,0
0001-8244,BEHAVIOR GENETICS,0,1,0
1536-867X,STATA JOURNAL,0,1,0
0747-7171,JOURNAL OF SYMBOLIC COMPUTATION,0,1,0
1054-3414,POLYMER REACTION ENGINEERING,0,1,0
1139-6709,INTERNATIONAL MICROBIOLOGY,0,1,0
1198-743X,CLINICAL MICROBIOLOGY AND INFECTION,0,1,0
1535-3702,EXPERIMENTAL BIOLOGY AND MEDICINE,0,1,0
0363-0153,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,0,1,0
0734-9750,BIOTECHNOLOGY ADVANCES,0,1,0
0302-072X,EUROPHYSICS LETTERS,0,1,0
0026-8925,MOLECULAR & GENERAL GENETICS,0,1,0
0020-7322,INTERNATIONAL JOURNAL OF INSECT MORPHOLOGY & EMBRYOLOGY,0,1,0
Top Dev Biol,Top Dev Biol,0,1,0
In Silico. Biol.,In Silico. Biol.,0,1,0
J. Physiol.,J. Physiol.,0,1,0
0950-1207,PROCEEDINGS OF THE ROYAL SOCIETY OF LONDON SERIES A-MATHEMATICAL AND PHYSICAL SCIENCES,0,1,0
0748-7304,JOURNAL OF BIOLOGICAL RHYTHMS,0,3,0
0340-7594,JOURNAL OF COMPARATIVE PHYSIOLOGY,0,1,0
0009-2347,CHEMICAL & ENGINEERING NEWS,0,1,0
1076-5174,JOURNAL OF MASS SPECTROMETRY,0,3,0
0084-6597,ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES,0,1,0
Cancer treatment and research,Cancer treatment and research,0,1,0
0079-6603,"PROGRESS IN NUCLEIC ACID RESEARCH AND MOLECULAR BIOLOGY, VOL 65",0,1,0
1478-3223,LIVER INTERNATIONAL,0,2,0
0192-0790,JOURNAL OF CLINICAL GASTROENTEROLOGY,0,1,0
1476-5586,NEOPLASIA,0,1,0
0022-0795,JOURNAL OF ENDOCRINOLOGY,0,1,0
1473-0197,LAB ON A CHIP,0,7,0
0029-5639,NUCLEAR SCIENCE AND ENGINEERING,0,1,0
1743-4378,NATURE CLINICAL PRACTICE GASTROENTEROLOGY & HEPATOLOGY,0,1,0
0002-9270,AMERICAN JOURNAL OF GASTROENTEROLOGY,0,1,0
0344-5704,CANCER CHEMOTHERAPY AND PHARMACOLOGY,0,1,0
0300-8177,MOLECULAR AND CELLULAR BIOCHEMISTRY,0,1,0
1083-7159,ONCOLOGIST,0,1,0
0163-4356,THERAPEUTIC DRUG MONITORING,0,1,0
International journal of gastrointestinal cancer,International journal of gastrointestinal cancer,0,1,0
0022-3565,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,0,2,0
0953-816X,EUROPEAN JOURNAL OF NEUROSCIENCE,0,1,0
0092-0606,JOURNAL OF BIOLOGICAL PHYSICS,0,1,0
BIOCHEMISCHE ZEITSCHRIFT,BIOCHEMISCHE ZEITSCHRIFT,0,2,0
0047-6374,MECHANISMS OF AGEING AND DEVELOPMENT,0,2,0
1043-4674,NEW BIOLOGIST,0,2,0
"SYSTEMS BIOLOGY IN PRACTICE: CONCEPTS, IMPLEMENTATION AND APPLICATION","SYSTEMS BIOLOGY IN PRACTICE: CONCEPTS, IMPLEMENTATION AND APPLICATION",0,1,0
Die Naturwissenschaften,Die Naturwissenschaften,0,1,0
0300-4910,ANNALES D IMMUNOLOGIE,0,1,0
0163-0563,NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,0,1,0
Proc FOSBE,Proc FOSBE,0,1,0
0302-4598,BIOELECTROCHEMISTRY AND BIOENERGETICS,0,2,0
0340-6245,THROMBOSIS AND HAEMOSTASIS,0,1,0
0003-9950,ARCHIVES OF OPHTHALMOLOGY,0,1,0
Methods in molecular medicine,Methods in molecular medicine,0,1,0
1075-2617,JOURNAL OF PEPTIDE SCIENCE,0,1,0
0368-4245,JOURNAL OF THE SOCIETY FOR INDUSTRIAL AND APPLIED MATHEMATICS,0,1,0
1098-0121,PHYSICAL REVIEW B,0,2,0
0003-4916,ANNALS OF PHYSICS,0,1,0
1751-8113,JOURNAL OF PHYSICS A-MATHEMATICAL AND THEORETICAL,0,1,0
0095-1137,JOURNAL OF CLINICAL MICROBIOLOGY,0,1,0
1044-0305,JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY,0,5,0
1572-6657,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,0,1,0
1474-9718,AGING CELL,0,1,0
1618-2642,ANALYTICAL AND BIOANALYTICAL CHEMISTRY,0,2,0
1745-8080,JOURNAL OF EXPERIMENTAL NANOSCIENCE,0,1,0
0956-5663,BIOSENSORS & BIOELECTRONICS,0,3,0
1387-2176,BIOMEDICAL MICRODEVICES,0,1,0
0021-9673,JOURNAL OF CHROMATOGRAPHY A,0,1,0
"Reviews of physiology, biochemistry and pharmacology","Reviews of physiology, biochemistry and pharmacology",0,1,0
0173-0835,ELECTROPHORESIS,0,2,0
0165-9936,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,0,1,0
1478-1581,IEE PROCEEDINGS-NANOBIOTECHNOLOGY,0,1,0
0951-4198,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,0,1,0
0091-1798,ANNALS OF PROBABILITY,0,1,0
0031-899X,PHYSICAL REVIEW,0,2,0
ANNALS OF MATHEMATICAL STATISTICS,ANNALS OF MATHEMATICAL STATISTICS,0,1,0
Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,0,3,0
Inf. Control,Inf. Control,0,1,0
0005-8580,BELL SYSTEM TECHNICAL JOURNAL,0,2,0
0018-8646,IBM JOURNAL OF RESEARCH AND DEVELOPMENT,0,1,0
0001-0782,COMMUNICATIONS OF THE ACM,0,2,0
SKANDINAVISK AKTUARIETIDSKRIFT,SKANDINAVISK AKTUARIETIDSKRIFT,0,1,0
Journal of Chemical Physics,Journal of Chemical Physics,0,1,0
ORSA Communications in Statistics: Stochastic Models,ORSA Communications in Statistics: Stochastic Models,0,1,0
"Technical Report TR-07-31, Computer Science","Technical Report TR-07-31, Computer Science",0,1,0
1619-7127(print),ALGORITHMIC BIOPROCESSES,0,1,0
1076-2787,COMPLEXITY,0,1,0
0161-5890,MOLECULAR IMMUNOLOGY,0,1,0
Symbolic Systems Biology: Theory and Methods,Symbolic Systems Biology: Theory and Methods,0,1,0
0891-2017,COMPUTATIONAL LINGUISTICS,0,1,0
1568-2609,RADIATION EFFECTS IN SOLIDS,0,1,0
1946-1488,"2007 INTERNATIONAL CONFERENCE ON FIELD PROGRAMMABLE LOGIC AND APPLICATIONS, PROCEEDINGS, VOLS 1 AND 2",0,1,0
1073-6085,MOLECULAR BIOTECHNOLOGY,0,1,0
1522-8002,NEOPLASIA,0,1,0
0217-9792,INTERNATIONAL JOURNAL OF MODERN PHYSICS B,0,4,0
0217-9849,MODERN PHYSICS LETTERS B,0,1,0
0391-9714,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,0,1,0
0022-2488,JOURNAL OF MATHEMATICAL PHYSICS,0,2,0
0886-9561,COMPUTERS & MATHEMATICS WITH APPLICATIONS-PART B,0,1,0
0066-4162,ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,0,1,0
0957-0233,MEASUREMENT SCIENCE AND TECHNOLOGY,0,2,0
0010-485X,COMPUTING,0,2,0
