ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
0165-0327,JOURNAL OF AFFECTIVE DISORDERS,0.0,2.0,0.0
0168-7433,JOURNAL OF AUTOMATED REASONING,0.0,1.0,0.0
1758-2946,JOURNAL OF CHEMINFORMATICS,0.0,1.0,0.0
0885-6230,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,0.0,5.0,0.0
1570-8268,JOURNAL OF WEB SEMANTICS,0.0,4.0,0.0
0305-1048,NUCLEIC ACIDS RESEARCH,0.0,23.0,0.0
AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,0.0,2.0,0.0
0103-9733,BRAZILIAN JOURNAL OF PHYSICS,0.0,1.0,0.0
0300-9564,JOURNAL OF NEURAL TRANSMISSION,0.0,1.0,0.0
2190-3018,INNOVATION IN MEDICINE AND HEALTHCARE 2016,0.0,1.0,0.0
0031-9333,PHYSIOLOGICAL REVIEWS,0.0,5.0,0.0
0167-6393,SPEECH COMMUNICATION,0.0,2.0,0.0
0892-1997,JOURNAL OF VOICE,0.0,1.0,0.0
1053-8135,NEUROREHABILITATION,0.0,2.0,0.0
0885-3185,MOVEMENT DISORDERS,0.0,5.0,0.0
0911-6044,JOURNAL OF NEUROLINGUISTICS,0.0,1.0,0.0
2474-2953,"2004 8TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION, ROBOTICS AND VISION, VOLS 1-3",0.0,1.0,0.0
1092-4388,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,0.0,4.0,0.0
"Speech Production: Models, Phonetic Processes, and Techniques","Speech Production: Models, Phonetic Processes, and Techniques",0.0,1.0,0.0
SIG 5 Perspect Speech Sci Orofac Disord.,SIG 5 Perspect Speech Sci Orofac Disord.,0.0,1.0,0.0
0012-9658,ECOLOGY,0.0,8.0,0.0
0899-9457,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,0.0,9.0,0.0
ACM SIGGRAPH 2013 Computer Animation Festival,ACM SIGGRAPH 2013 Computer Animation Festival,0.0,2.0,0.0
Front. Neuroinform,Front. Neuroinform,0.0,7.0,0.0
0161-6412,NEUROLOGICAL RESEARCH,0.0,1.0,0.0
0148-5598,JOURNAL OF MEDICAL SYSTEMS,0.0,2.0,0.0
1073-8584,NEUROSCIENTIST,0.0,14.0,0.0
1687-6172,EURASIP JOURNAL ON ADVANCES IN SIGNAL PROCESSING,0.0,1.0,0.0
Weather,Weather,0.0,1.0,0.0
EURASIP Journal on Advances in Signal Processing,EURASIP Journal on Advances in Signal Processing,0.0,1.0,0.0
1535-7597,EPILEPSY CURRENTS,0.0,1.0,0.0
0166-4328,BEHAVIOURAL BRAIN RESEARCH,0.0,8.0,0.0
0030-4026,OPTIK,0.0,1.0,0.0
0167-9473,COMPUTATIONAL STATISTICS & DATA ANALYSIS,0.0,2.0,0.0
1687-6180,EURASIP JOURNAL ON ADVANCES IN SIGNAL PROCESSING,0.0,2.0,0.0
0306-4522,NEUROSCIENCE,0.0,35.0,0.0
0168-0102,NEUROSCIENCE RESEARCH,0.0,4.0,0.0
arXiv: physics/0306056v2 [physics.data-an],arXiv: physics/0306056v2 [physics.data-an],0.0,1.0,0.0
BioRxiv 067843.,BioRxiv 067843.,0.0,1.0,0.0
1083-3668,JOURNAL OF BIOMEDICAL OPTICS,0.0,4.0,0.0
0167-8655,PATTERN RECOGNITION LETTERS,0.0,10.0,0.0
Third International Conference on 3D Digital Imaging and Modeling,Third International Conference on 3D Digital Imaging and Modeling,0.0,1.0,0.0
Computer aided surgery : official journal of the International Society for Computer Aided Surgery,Computer aided surgery : official journal of the International Society for Computer Aided Surgery,0.0,1.0,0.0
Computational intelligence and neuroscience,Computational intelligence and neuroscience,0.0,3.0,0.0
2050-084X,ELIFE,0.0,6.0,0.0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,0.0,7.0,0.0
0021-9967,JOURNAL OF COMPARATIVE NEUROLOGY,0.0,80.0,0.0
0147-006X(print),"ANNUAL REVIEW OF NEUROSCIENCE, VOL 39",0.0,2.0,0.0
Nature,Nature,0.0,6.0,0.0
0065-2458,"ADVANCES IN COMPUTERS, VOL 72: HIGH PERFORMANCE COMPUTING",0.0,1.0,0.0
0006-3495,BIOPHYSICAL JOURNAL,0.0,48.0,0.0
0098-3500,ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,0.0,4.0,0.0
Frontiers in NeuroInformatics,Frontiers in NeuroInformatics,0.0,11.0,0.0
Linux J.,Linux J.,0.0,1.0,0.0
Front. Neuroinf.,Front. Neuroinf.,0.0,11.0,0.0
Scholarpedia,Scholarpedia,0.0,30.0,0.0
0272-1732,IEEE MICRO,0.0,2.0,0.0
1471-0048,NATURE REVIEWS NEUROSCIENCE,0.0,32.0,0.0
J. Physiol.,J. Physiol.,0.0,1.0,0.0
Methods Neuronal Model,Methods Neuronal Model,0.0,1.0,0.0
COMPUTATIONAL NEUROSCIENCE IN EPILEPSY,COMPUTATIONAL NEUROSCIENCE IN EPILEPSY,0.0,1.0,0.0
BMC Neurosci.,BMC Neurosci.,0.0,9.0,0.0
1662-5099,FRONTIERS IN MOLECULAR NEUROSCIENCE,0.0,2.0,0.0
0894-1491,GLIA,0.0,5.0,0.0
1057-7149,IEEE TRANSACTIONS ON IMAGE PROCESSING,0.0,25.0,0.0
0066-4278,ANNUAL REVIEW OF PHYSIOLOGY,0.0,1.0,0.0
Metron,Metron,0.0,1.0,0.0
0031-3203,PATTERN RECOGNITION,0.0,9.0,0.0
0165-0173,BRAIN RESEARCH REVIEWS,0.0,12.0,0.0
1017-9909,JOURNAL OF ELECTRONIC IMAGING,0.0,1.0,0.0
1080-563X,CNS DRUG REVIEWS,0.0,1.0,0.0
Optogenetics,Optogenetics,0.0,1.0,0.0
Cereb. Cortex,Cereb. Cortex,0.0,2.0,0.0
1662-4548,FRONTIERS IN NEUROSCIENCE,0.0,3.0,0.0
1474-4422,LANCET NEUROLOGY,0.0,10.0,0.0
1743-0003,JOURNAL OF NEUROENGINEERING AND REHABILITATION,0.0,3.0,0.0
1424-8220,SENSORS,0.0,2.0,0.0
0301-0511,BIOLOGICAL PSYCHOLOGY,0.0,7.0,0.0
0735-7044,BEHAVIORAL NEUROSCIENCE,0.0,2.0,0.0
Frontiers in neuroengineering,Frontiers in neuroengineering,0.0,6.0,0.0
arXiv preprint arXiv: 1605. 04533,arXiv preprint arXiv: 1605. 04533,0.0,1.0,0.0
0920-1211,EPILEPSY RESEARCH,0.0,6.0,0.0
1059-1311,SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,0.0,1.0,0.0
1549-7747,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,0.0,1.0,0.0
0045-7906,COMPUTERS & ELECTRICAL ENGINEERING,0.0,1.0,0.0
0967-3334,PHYSIOLOGICAL MEASUREMENT,0.0,2.0,0.0
1094-4087,OPTICS EXPRESS,0.0,1.0,0.0
0167-2789,PHYSICA D,0.0,20.0,0.0
Phys. Rev. E Stat. Nonlin. Soft Matter Phys,Phys. Rev. E Stat. Nonlin. Soft Matter Phys,0.0,1.0,0.0
2162-237X,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,0.0,4.0,0.0
0021-8979,JOURNAL OF APPLIED PHYSICS,0.0,2.0,0.0
0295-5075,EUROPHYSICS LETTERS,0.0,3.0,0.0
Biorxiv doi,Biorxiv doi,0.0,1.0,0.0
Neuroimage,Neuroimage,0.0,24.0,0.0
1044-789X,DR DOBBS JOURNAL,0.0,1.0,0.0
1932-8451,DEVELOPMENTAL NEUROBIOLOGY,0.0,2.0,0.0
1526-954X,GENESIS,0.0,2.0,0.0
0143-4160,CELL CALCIUM,0.0,3.0,0.0
1754-2189,NATURE PROTOCOLS,0.0,3.0,0.0
0031-6768,PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,0.0,3.0,0.0
eNeuro,eNeuro,0.0,1.0,0.0
2167-8359,PEERJ,0.0,4.0,0.0
1532-0626,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,0.0,12.0,0.0
0095-2338,JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES,0.0,1.0,0.0
1662-5129,FRONTIERS IN NEUROANATOMY,0.0,16.0,0.0
0953-8984,JOURNAL OF PHYSICS-CONDENSED MATTER,0.0,1.0,0.0
1549-9618,JOURNAL OF CHEMICAL THEORY AND COMPUTATION,0.0,1.0,0.0
Front. Neur. Conf. Abstr. Neuroinf,Front. Neur. Conf. Abstr. Neuroinf,0.0,1.0,0.0
State of the Practice Reports,State of the Practice Reports,0.0,1.0,0.0
THESIS,THESIS,0.0,2.0,0.0
0018-8670,IBM SYSTEMS JOURNAL,0.0,1.0,0.0
0317-1671,CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,0.0,3.0,0.0
1544-9173,PLOS BIOLOGY,0.0,26.0,0.0
Front. Neurosci.,Front. Neurosci.,0.0,5.0,0.0
2330-9989,2013 3RD INTERNATIONAL WORKSHOP ON PATTERN RECOGNITION IN NEUROIMAGING (PRNI 2013),0.0,2.0,0.0
0197-4580,NEUROBIOLOGY OF AGING,0.0,35.0,0.0
0272-1716,IEEE COMPUTER GRAPHICS AND APPLICATIONS,0.0,6.0,0.0
IEEE Visualization,IEEE Visualization,0.0,1.0,0.0
Proc Intl Soc Mag Reson Med,Proc Intl Soc Mag Reson Med,0.0,4.0,0.0
None,,0.0,1.0,0.0
0079-6123,EVENT-RELATED DYNAMICS OF BRAIN OSCILLATIONS,0.0,8.0,0.0
0941-0643,NEURAL COMPUTING & APPLICATIONS,0.0,2.0,0.0
1868-8071,INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS,0.0,1.0,0.0
0018-9472,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS,0.0,4.0,0.0
Complex Syst.,Complex Syst.,0.0,2.0,0.0
International Work-Conference on the Interplay between Natural and Artificial Computation,International Work-Conference on the Interplay between Natural and Artificial Computation,0.0,1.0,0.0
HLT-NAACL,HLT-NAACL,0.0,1.0,0.0
European Symposium on Artificial Neural Networks (ESANN),European Symposium on Artificial Neural Networks (ESANN),0.0,1.0,0.0
Theory and Applications,Theory and Applications,0.0,1.0,0.0
arXiv: 1701.02477,arXiv: 1701.02477,0.0,1.0,0.0
0097-8493,COMPUTERS & GRAPHICS-UK,0.0,1.0,0.0
0010-4485,COMPUTER-AIDED DESIGN,0.0,2.0,0.0
1077-2626,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,0.0,24.0,0.0
0167-7055,COMPUTER GRAPHICS FORUM,0.0,6.0,0.0
0264-9381,CLASSICAL AND QUANTUM GRAVITY,0.0,1.0,0.0
1087-0156,NATURE BIOTECHNOLOGY,0.0,9.0,0.0
1940-087X,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,0.0,1.0,0.0
0022-3042,JOURNAL OF NEUROCHEMISTRY,0.0,2.0,0.0
0920-5691,INTERNATIONAL JOURNAL OF COMPUTER VISION,0.0,19.0,0.0
0950-1991,DEVELOPMENT,0.0,3.0,0.0
1049-9652,CVGIP-GRAPHICAL MODELS AND IMAGE PROCESSING,0.0,2.0,0.0
1552-4922,CYTOMETRY PART A,0.0,7.0,0.0
Usability evaluation in industry,Usability evaluation in industry,0.0,1.0,0.0
0021-9991,JOURNAL OF COMPUTATIONAL PHYSICS,0.0,8.0,0.0
1750-1326,MOLECULAR NEURODEGENERATION,0.0,1.0,0.0
1473-0197,LAB ON A CHIP,0.0,5.0,0.0
0953-816X,EUROPEAN JOURNAL OF NEUROSCIENCE,0.0,19.0,0.0
0021-8782,JOURNAL OF ANATOMY,0.0,7.0,0.0
0887-4476,SYNAPSE,0.0,4.0,0.0
0368-4245,JOURNAL OF THE SOCIETY FOR INDUSTRIAL AND APPLIED MATHEMATICS,0.0,1.0,0.0
0377-0427,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,0.0,2.0,0.0
0895-4798,SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS,0.0,2.0,0.0
2190-8567,JOURNAL OF MATHEMATICAL NEUROSCIENCE,0.0,1.0,0.0
1751-8113,JOURNAL OF PHYSICS A-MATHEMATICAL AND THEORETICAL,0.0,4.0,0.0
1553-7358,PLOS COMPUTATIONAL BIOLOGY,0.0,31.0,0.0
2160-3308,PHYSICAL REVIEW X,0.0,2.0,0.0
Zenodo,Zenodo,0.0,1.0,0.0
"11th International Conference, PARA 2012","11th International Conference, PARA 2012",0.0,1.0,0.0
0018-8646,IBM JOURNAL OF RESEARCH AND DEVELOPMENT,0.0,5.0,0.0
0364-0213,COGNITIVE SCIENCE,0.0,3.0,0.0
1063-651X,PHYSICAL REVIEW E,0.0,14.0,0.0
0022-2526,STUDIES IN APPLIED MATHEMATICS,0.0,1.0,0.0
ArXiv e-prints 1309.1654v2 [q-bio.NC],ArXiv e-prints 1309.1654v2 [q-bio.NC],0.0,1.0,0.0
NEURONAL DYNAMICS: FROM SINGLE NEURONS TO NETWORKS AND MODELS OF COGNITION,NEURONAL DYNAMICS: FROM SINGLE NEURONS TO NETWORKS AND MODELS OF COGNITION,0.0,1.0,0.0
arXiv.1603.01880v1[q-bio.NC],arXiv.1603.01880v1[q-bio.NC],0.0,1.0,0.0
1367-2630,NEW JOURNAL OF PHYSICS,0.0,4.0,0.0
0022-1295,JOURNAL OF GENERAL PHYSIOLOGY,0.0,1.0,0.0
0014-4819,EXPERIMENTAL BRAIN RESEARCH,0.0,12.0,0.0
0006-3835,BIT NUMERICAL MATHEMATICS,0.0,1.0,0.0
0033-295X,PSYCHOLOGICAL REVIEW,0.0,5.0,0.0
0196-5204,SIAM JOURNAL ON SCIENTIFIC AND STATISTICAL COMPUTING,0.0,3.0,0.0
J. Large-Scale Res. Facilities,J. Large-Scale Res. Facilities,0.0,1.0,0.0
Front. Appl. Math.,Front. Appl. Math.,0.0,1.0,0.0
Encyclopedia of Computational Neuroscience,Encyclopedia of Computational Neuroscience,0.0,1.0,0.0
IPDPD.,IPDPD.,0.0,2.0,0.0
"Memorandum, No.UCB/ERL M82/40.","Memorandum, No.UCB/ERL M82/40.",0.0,1.0,0.0
0016-2523,FUJITSU SCIENTIFIC & TECHNICAL JOURNAL,0.0,1.0,0.0
0375-9687,PROGRESS OF THEORETICAL PHYSICS SUPPLEMENT,0.0,1.0,0.0
Encyclopedia Comput. Neuro-science,Encyclopedia Comput. Neuro-science,0.0,2.0,0.0
arXiv:1511.09364v3,arXiv:1511.09364v3,0.0,2.0,0.0
OXFORD SERIES DEV CO,OXFORD SERIES DEV CO,0.0,1.0,0.0
arXiv.1605.06758 [cond-mat.dis-nn],arXiv.1605.06758 [cond-mat.dis-nn],0.0,1.0,0.0
1705-5105,INTERNATIONAL JOURNAL OF NUMERICAL ANALYSIS AND MODELING,0.0,1.0,0.0
1007-5704,COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION,0.0,1.0,0.0
0023-5946,KYBERNETIK,0.0,4.0,0.0
arXiv 1611.00294,arXiv 1611.00294,0.0,1.0,0.0
0362-1340,ACM SIGPLAN NOTICES,0.0,2.0,0.0
DATA STRUCTURES ALGO,DATA STRUCTURES ALGO,0.0,1.0,0.0
Intel Technology Journal,Intel Technology Journal,0.0,1.0,0.0
8756-7016,ANNUAL REVIEW OF COMPUTER SCIENCE,0.0,1.0,0.0
1064-8275,SIAM JOURNAL ON SCIENTIFIC COMPUTING,0.0,5.0,0.0
0360-0300,ACM COMPUTING SURVEYS,0.0,5.0,0.0
1383-7621,JOURNAL OF SYSTEMS ARCHITECTURE,0.0,1.0,0.0
0018-9340,IEEE TRANSACTIONS ON COMPUTERS,0.0,5.0,0.0
0004-5411,JOURNAL OF THE ACM,0.0,4.0,0.0
arXiv preprint arXiv: 1605.02688,arXiv preprint arXiv: 1605.02688,0.0,1.0,0.0
INTERNATIONAL JOURNAL OF COMPUTATIONAL SCIENCE AND ENGINEERING,INTERNATIONAL JOURNAL OF COMPUTATIONAL SCIENCE AND ENGINEERING,0.0,1.0,0.0
arXiv:1511.09364 [q-bio],arXiv:1511.09364 [q-bio],0.0,1.0,0.0
0018-9162,COMPUTER,0.0,5.0,0.0
Queue,Queue,0.0,2.0,0.0
Nova,Nova,0.0,1.0,0.0
0003-1305,AMERICAN STATISTICIAN,0.0,3.0,0.0
1933-6950,CHANNELS,0.0,1.0,0.0
1536-1241,IEEE TRANSACTIONS ON NANOBIOSCIENCE,0.0,1.0,0.0
0010-4655,COMPUTER PHYSICS COMMUNICATIONS,0.0,2.0,0.0
0306-7734,INTERNATIONAL STATISTICAL REVIEW,0.0,1.0,0.0
0022-2631,JOURNAL OF MEMBRANE BIOLOGY,0.0,2.0,0.0
0962-8452,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0.0,3.0,0.0
0005-1098,AUTOMATICA,0.0,2.0,0.0
Single Channel Recording.,Single Channel Recording.,0.0,1.0,0.0
Biophys Rev,Biophys Rev,0.0,1.0,0.0
0378-4371,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,0.0,3.0,0.0
0730-7829,MUSIC PERCEPTION,0.0,1.0,0.0
0923-0645,MARKETING LETTERS,0.0,1.0,0.0
0304-3940,NEUROSCIENCE LETTERS,0.0,13.0,0.0
0269-9931,COGNITION & EMOTION,0.0,1.0,0.0
0129-0657,INTERNATIONAL JOURNAL OF NEURAL SYSTEMS,0.0,5.0,0.0
Electroencephalography and clinical neurophysiology. Supplement,Electroencephalography and clinical neurophysiology. Supplement,0.0,3.0,0.0
Neurosci. Behav. Physiol.,Neurosci. Behav. Physiol.,0.0,1.0,0.0
Int. J. Comput. Appl.,Int. J. Comput. Appl.,0.0,1.0,0.0
ADAPTIVE PROCESSING OF BRAIN SIGNALS,ADAPTIVE PROCESSING OF BRAIN SIGNALS,0.0,1.0,0.0
0959-4388,CURRENT OPINION IN NEUROBIOLOGY,0.0,40.0,0.0
1548-5943,ANNUAL REVIEW OF CLINICAL PSYCHOLOGY,0.0,2.0,0.0
1871-4080,COGNITIVE NEURODYNAMICS,0.0,3.0,0.0
1534-4320,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,0.0,8.0,0.0
0090-6964,ANNALS OF BIOMEDICAL ENGINEERING,0.0,8.0,0.0
0278-2626,BRAIN AND COGNITION,0.0,4.0,0.0
1090-0578,NONLINEAR DYNAMICS PSYCHOLOGY AND LIFE SCIENCES,0.0,2.0,0.0
Numerische Methematik,Numerische Methematik,0.0,3.0,0.0
0005-8580,BELL SYSTEM TECHNICAL JOURNAL,0.0,3.0,0.0
1471-2202,BMC NEUROSCIENCE,0.0,12.0,0.0
0968-5243,MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,0.0,3.0,0.0
Proceedings of the American Mathematical Society,Proceedings of the American Mathematical Society,0.0,1.0,0.0
1063-6692,IEEE-ACM TRANSACTIONS ON NETWORKING,0.0,1.0,0.0
Frontiers in Genetics,Frontiers in Genetics,0.0,8.0,0.0
BMC Neuroscience,BMC Neuroscience,0.0,1.0,0.0
1064-1866,JOURNAL OF MAGNETIC RESONANCE SERIES B,0.0,4.0,0.0
1619-7070,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,0.0,3.0,0.0
1556-8598,PET CLINICS,0.0,1.0,0.0
0161-5505,JOURNAL OF NUCLEAR MEDICINE,0.0,4.0,0.0
0302-766X,CELL AND TISSUE RESEARCH,0.0,1.0,0.0
1662-5153,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,0.0,4.0,0.0
0010-4108,COMPARATIVE GROUP STUDIES,0.0,2.0,0.0
1467-8039,ARTHROPOD STRUCTURE & DEVELOPMENT,0.0,2.0,0.0
2211-1247,CELL REPORTS,0.0,3.0,0.0
0022-3034,JOURNAL OF NEUROBIOLOGY,0.0,3.0,0.0
1748-3182,BIOINSPIRATION & BIOMIMETICS,0.0,1.0,0.0
1210-0552,NEURAL NETWORK WORLD,0.0,3.0,0.0
2040-2295,JOURNAL OF HEALTHCARE ENGINEERING,0.0,1.0,0.0
Studies in health technology and informatics,Studies in health technology and informatics,0.0,1.0,0.0
Front. Neuroinform.,Front. Neuroinform.,0.0,6.0,0.0
0893-0341,ALZHEIMER DISEASE & ASSOCIATED DISORDERS,0.0,4.0,0.0
0969-9961,NEUROBIOLOGY OF DISEASE,0.0,7.0,0.0
0959-8138,BRITISH MEDICAL JOURNAL,0.0,2.0,0.0
0140-6736,LANCET,0.0,4.0,0.0
1046-2023,METHODS,0.0,5.0,0.0
1053-1807,JOURNAL OF MAGNETIC RESONANCE IMAGING,0.0,24.0,0.0
1367-5931,CURRENT OPINION IN CHEMICAL BIOLOGY,0.0,1.0,0.0
0168-9525,TRENDS IN GENETICS,0.0,1.0,0.0
1939-5116,WILEY INTERDISCIPLINARY REVIEWS-NANOMEDICINE AND NANOBIOTECHNOLOGY,0.0,1.0,0.0
0735-1097,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,0.0,1.0,0.0
1351-5101,EUROPEAN JOURNAL OF NEUROLOGY,0.0,3.0,0.0
0720-048X,EUROPEAN JOURNAL OF RADIOLOGY,0.0,2.0,0.0
J Neurol,J Neurol,0.0,1.0,0.0
1460-7425,JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,0.0,2.0,0.0
2079-8954,SYSTEMS,0.0,1.0,0.0
1089-778X,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,0.0,2.0,0.0
1474-760X,GENOME BIOLOGY,0.0,9.0,0.0
1545-8547,ZEBRAFISH,0.0,1.0,0.0
Proceedings of the international conference on scientific and statistical database management SSDBM,Proceedings of the international conference on scientific and statistical database management SSDBM,0.0,1.0,0.0
ArXiv e-prints arXiv:1410. 0846,ArXiv e-prints arXiv:1410. 0846,0.0,1.0,0.0
Scientific Programming,Scientific Programming,0.0,2.0,0.0
Tech. Rep. IC/2004/64,Tech. Rep. IC/2004/64,0.0,1.0,0.0
Information processing in medical imaging : proceedings of the ... conference,Information processing in medical imaging : proceedings of the ... conference,0.0,3.0,0.0
0167-739X,FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF GRID COMPUTING AND ESCIENCE,0.0,9.0,0.0
arXiv preprint arXiv:1502.06752.,arXiv preprint arXiv:1502.06752.,0.0,1.0,0.0
1474-1776,NATURE REVIEWS DRUG DISCOVERY,0.0,3.0,0.0
1040-7308,NEUROPSYCHOLOGY REVIEW,0.0,2.0,0.0
Human Brain Mapping HBM'12,Human Brain Mapping HBM'12,0.0,1.0,0.0
AMIA ... Annual Symposium proceedings. AMIA Symposium,AMIA ... Annual Symposium proceedings. AMIA Symposium,0.0,5.0,0.0
"Human Brain Mapping HBM'13,","Human Brain Mapping HBM'13,",0.0,1.0,0.0
Clin. Eval.,Clin. Eval.,0.0,1.0,0.0
1370-4621,NEURAL PROCESSING LETTERS,0.0,2.0,0.0
0022-3085,JOURNAL OF NEUROSURGERY,0.0,7.0,0.0
0967-5868,JOURNAL OF CLINICAL NEUROSCIENCE,0.0,1.0,0.0
1011-6125,STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,0.0,2.0,0.0
Applied Statistics,Applied Statistics,0.0,1.0,0.0
COMMUNICATION METHODS AND MEASURES,COMMUNICATION METHODS AND MEASURES,0.0,1.0,0.0
0013-1644,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,0.0,2.0,0.0
0360-3989,HUMAN COMMUNICATION RESEARCH,0.0,1.0,0.0
0001-6268,ACTA NEUROCHIRURGICA,0.0,1.0,0.0
0066-4308(print),"ANNUAL REVIEW OF PSYCHOLOGY, VOL 63",0.0,2.0,0.0
0148-396X,NEUROSURGERY,0.0,11.0,0.0
Neurosurgery,Neurosurgery,0.0,2.0,0.0
Revista Neurol. Argent.,Revista Neurol. Argent.,0.0,1.0,0.0
1746-8094,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,0.0,1.0,0.0
1087-0792,SLEEP MEDICINE REVIEWS,0.0,4.0,0.0
0962-1105,JOURNAL OF SLEEP RESEARCH,0.0,7.0,0.0
0302-282X,NEUROPSYCHOBIOLOGY,0.0,1.0,0.0
Principles and Practice of Sleep Medicine,Principles and Practice of Sleep Medicine,0.0,1.0,0.0
Frontiers in neurology,Frontiers in neurology,0.0,3.0,0.0
1064-7481,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,0.0,1.0,0.0
1093-9946,FRONTIERS IN BIOSCIENCE,0.0,1.0,0.0
0166-2236,TRENDS IN NEUROSCIENCES,0.0,23.0,0.0
1050-9631,HIPPOCAMPUS,0.0,8.0,0.0
1060-0280,ANNALS OF PHARMACOTHERAPY,0.0,1.0,0.0
0340-5354,JOURNAL OF NEUROLOGY,0.0,1.0,0.0
Alzheimer's & Dementia,Alzheimer's & Dementia,0.0,2.0,0.0
Birkhauser,Birkhauser,0.0,1.0,0.0
0028-4793,NEW ENGLAND JOURNAL OF MEDICINE,0.0,3.0,0.0
0092-0606,JOURNAL OF BIOLOGICAL PHYSICS,0.0,6.0,0.0
0300-9084,BIOCHIMIE,0.0,1.0,0.0
1955-2068,HFSP JOURNAL,0.0,1.0,0.0
0271-678X,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,0.0,18.0,0.0
1877-1173,COMPUTATIONAL NEUROSCIENCE,0.0,1.0,0.0
0079-6107,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,0.0,6.0,0.0
1545-5963,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,0.0,4.0,0.0
0021-9258,JOURNAL OF BIOLOGICAL CHEMISTRY,0.0,5.0,0.0
0219-6352,JOURNAL OF INTEGRATIVE NEUROSCIENCE,0.0,1.0,0.0
0022-3719,JOURNAL OF PHYSICS C-SOLID STATE PHYSICS,0.0,1.0,0.0
1082-989X,PSYCHOLOGICAL METHODS,0.0,7.0,0.0
1574-1192,PERVASIVE AND MOBILE COMPUTING,0.0,1.0,0.0
0017-9124,HEALTH SERVICES RESEARCH,0.0,1.0,0.0
2194-1009,TRANSLATIONAL RECURRENCES: FROM MATHEMATICAL THEORY TO REAL-WORLD APPLICATIONS,0.0,1.0,0.0
1072-4710,ARCHIVES OF PEDIATRICS & ADOLESCENT MEDICINE,0.0,1.0,0.0
0891-4222,RESEARCH IN DEVELOPMENTAL DISABILITIES,0.0,1.0,0.0
1877-7058,"26TH EUROPEAN CONFERENCE ON SOLID-STATE TRANSDUCERS, EUROSENSOR 2012",0.0,1.0,0.0
0162-3257,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,0.0,11.0,0.0
0218-1274,INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,0.0,3.0,0.0
0370-1573,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,0.0,4.0,0.0
Surveillance Summaries,Surveillance Summaries,0.0,1.0,0.0
1520-6149,"2010 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH, AND SIGNAL PROCESSING",0.0,2.0,0.0
1460-2725,QJM-AN INTERNATIONAL JOURNAL OF MEDICINE,0.0,1.0,0.0
0022-2895,JOURNAL OF MOTOR BEHAVIOR,0.0,1.0,0.0
0924-4247,SENSORS AND ACTUATORS A-PHYSICAL,0.0,1.0,0.0
