ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
0010-7514,CONTEMPORARY PHYSICS,0.0,1.0,0.0
EPJ Nonlin. Mooted. Phys,EPJ Nonlin. Mooted. Phys,0.0,1.0,0.0
"Neural Fields, Theory and Applications","Neural Fields, Theory and Applications",0.0,1.0,0.0
0140-525X,BEHAVIORAL AND BRAIN SCIENCES,0.0,3.0,0.0
0163-1047,BEHAVIORAL AND NEURAL BIOLOGY,0.0,1.0,0.0
1023-6198,JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS,0.0,1.0,0.0
0036-1410,SIAM JOURNAL ON MATHEMATICAL ANALYSIS,0.0,1.0,0.0
Mathematical Biosciences,Mathematical Biosciences,0.0,2.0,0.0
JOURNAL OF MATHEMATICAL NEUROSCIENCE,JOURNAL OF MATHEMATICAL NEUROSCIENCE,0.0,3.0,0.0
Front. Neuroinform. Conference Abstract: Neuroinformatics,Front. Neuroinform. Conference Abstract: Neuroinformatics,0.0,1.0,0.0
Cell biology education,Cell biology education,0.0,1.0,0.0
"SIGNAL PROCESSING FOR NEUROSCIENTISTS, A COMPANION VOLUME: ADVANCED TOPICS, NONLINEAR TECHNIQUES AND MULTI-CHANNEL ANALYSIS","SIGNAL PROCESSING FOR NEUROSCIENTISTS, A COMPANION VOLUME: ADVANCED TOPICS, NONLINEAR TECHNIQUES AND MULTI-CHANNEL ANALYSIS",0.0,1.0,0.0
1749-5016,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,0.0,4.0,0.0
0005-2736,BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,0.0,1.0,0.0
Technical Report No. UCB/ERL M82/40,Technical Report No. UCB/ERL M82/40,0.0,1.0,0.0
RLE Technical Report 574,RLE Technical Report 574,0.0,1.0,0.0
Handbook of experimental pharmacology,Handbook of experimental pharmacology,0.0,1.0,0.0
"DATA CLUSTERING: THEORY, ALGORITHMS AND APPLICATIONS","DATA CLUSTERING: THEORY, ALGORITHMS AND APPLICATIONS",0.0,1.0,0.0
Springer Series in Statistics,Springer Series in Statistics,0.0,1.0,0.0
Network: Computation in Neural Systems,Network: Computation in Neural Systems,0.0,1.0,0.0
1063-6862,"2009 20TH IEEE INTERNATIONAL CONFERENCE ON APPLICATION-SPECIFIC SYSTEMS, ARCHITECTURES AND PROCESSORS",0.0,2.0,0.0
"Methods in molecular biology (Clifton, N.J.)","Methods in molecular biology (Clifton, N.J.)",0.0,4.0,0.0
ACM Commun. Comput. Algebra,ACM Commun. Comput. Algebra,0.0,2.0,0.0
Tech. Rep. MIT-CSAIL-TR-2010-013/ CBCL-286,Tech. Rep. MIT-CSAIL-TR-2010-013/ CBCL-286,0.0,1.0,0.0
0144-5154,ASSEMBLY AUTOMATION,0.0,1.0,0.0
Front. Neural Circuits,Front. Neural Circuits,0.0,1.0,0.0
IEEE Eng Med Biol Soc,IEEE Eng Med Biol Soc,0.0,1.0,0.0
Frontiers in neural circuits,Frontiers in neural circuits,0.0,2.0,0.0
0014-4886,EXPERIMENTAL NEUROLOGY,0.0,4.0,0.0
1946-6234,SCIENCE TRANSLATIONAL MEDICINE,0.0,2.0,0.0
0095-6562,AVIATION SPACE AND ENVIRONMENTAL MEDICINE,0.0,2.0,0.0
EEG. Clin Neurophysiol,EEG. Clin Neurophysiol,0.0,1.0,0.0
ADVANCES IN HUMAN-COMPUTER INTERACTION,ADVANCES IN HUMAN-COMPUTER INTERACTION,0.0,1.0,0.0
Proc. IEEE Conf. Eng. Med. Biol. Soc.,Proc. IEEE Conf. Eng. Med. Biol. Soc.,0.0,2.0,0.0
J Neurosci Neuroeng,J Neurosci Neuroeng,0.0,1.0,0.0
0028-1441,NAVAL RESEARCH LOGISTICS,0.0,1.0,0.0
J. Physiol. Pathol. Gen.,J. Physiol. Pathol. Gen.,0.0,3.0,0.0
0033-2909,PSYCHOLOGICAL BULLETIN,0.0,5.0,0.0
1071-5819,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,0.0,2.0,0.0
Front Neuroinform,Front Neuroinform,0.0,4.0,0.0
Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,0.0,2.0,0.0
1662-5218,FRONTIERS IN NEUROROBOTICS,0.0,1.0,0.0
0096-0551,COMPUTER LANGUAGES,0.0,1.0,0.0
JALA,JALA,0.0,1.0,0.0
OpenCV (Open Source Computer Vision),OpenCV (Open Source Computer Vision),0.0,1.0,0.0
BioRxiv,BioRxiv,0.0,1.0,0.0
Annual Review of Information Science and Technology,Annual Review of Information Science and Technology,0.0,1.0,0.0
Epilepsia,Epilepsia,0.0,1.0,0.0
Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference,0.0,6.0,0.0
PCAST Report,PCAST Report,0.0,1.0,0.0
INCF INT NEUR COORD,INCF INT NEUR COORD,0.0,1.0,0.0
Grant number: P20-NS076965-01,Grant number: P20-NS076965-01,0.0,1.0,0.0
Java API for JSON Processing (JSR 353),Java API for JSON Processing (JSR 353),0.0,1.0,0.0
1680-0737,"WORLD CONGRESS ON MEDICAL PHYSICS AND BIOMEDICAL ENGINEERING, VOL 25, PT 4: IMAGE PROCESSING, BIOSIGNAL PROCESSING, MODELLING AND SIMULATION, BIOMECHANICS",0.0,1.0,0.0
<IT>Frontiers in Systems Neuroscience</IT>,<IT>Frontiers in Systems Neuroscience</IT>,0.0,1.0,0.0
Cooperative Information Systems,Cooperative Information Systems,0.0,1.0,0.0
W3C working group recommendation,W3C working group recommendation,0.0,2.0,0.0
Technical Report formal/2009-05-01,Technical Report formal/2009-05-01,0.0,1.0,0.0
WWW,WWW,0.0,1.0,0.0
J. Univ. Comput. Sci.,J. Univ. Comput. Sci.,0.0,1.0,0.0
J. Comput. Sci. Coll.,J. Comput. Sci. Coll.,0.0,1.0,0.0
1663-4365,FRONTIERS IN AGING NEUROSCIENCE,0.0,3.0,0.0
ACM SIGGRAPH 2013 Posters,ACM SIGGRAPH 2013 Posters,0.0,1.0,0.0
PLoS Biol.,PLoS Biol.,0.0,1.0,0.0
1084-4627,"ICDE 2005: 21ST INTERNATIONAL CONFERENCE ON DATA ENGINEERING, PROCEEDINGS",0.0,1.0,0.0
0025-7079,MEDICAL CARE,0.0,1.0,0.0
0169-7439,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,0.0,3.0,0.0
0952-5238,VISUAL NEUROSCIENCE,0.0,3.0,0.0
0003-2670,ANALYTICA CHIMICA ACTA,0.0,1.0,0.0
0886-9383,JOURNAL OF CHEMOMETRICS,0.0,1.0,0.0
UCLA working papers in Phonetics,UCLA working papers in Phonetics,0.0,1.0,0.0
J. Math. Phys.,J. Math. Phys.,0.0,1.0,0.0
FRONTIERS IN INTEGRATIVE NEUROSCIENCE,FRONTIERS IN INTEGRATIVE NEUROSCIENCE,0.0,3.0,0.0
International Journal of Computer Information Systems and Industrial Management Applications,International Journal of Computer Information Systems and Industrial Management Applications,0.0,1.0,0.0
Conf Proc IEEE Eng Med Biol Soc.,Conf Proc IEEE Eng Med Biol Soc.,0.0,1.0,0.0
"VIS 05. IEEE Visualization, 2005","VIS 05. IEEE Visualization, 2005",0.0,1.0,0.0
Am. Soc. Neuroradiol.,Am. Soc. Neuroradiol.,0.0,1.0,0.0
Advances in neural information processing systems,Advances in neural information processing systems,0.0,1.0,0.0
1019-7168,ADVANCES IN COMPUTATIONAL MATHEMATICS,0.0,1.0,0.0
BioSupercomputing Newsl.,BioSupercomputing Newsl.,0.0,1.0,0.0
Data Alignment: Straighten up And Fly Right,Data Alignment: Straighten up And Fly Right,0.0,1.0,0.0
"State of the Practice Reports, SC' 11","State of the Practice Reports, SC' 11",0.0,2.0,0.0
Technical Report UT-CS-94-230,Technical Report UT-CS-94-230,0.0,2.0,0.0
1059-1524,MOLECULAR BIOLOGY OF THE CELL,0.0,1.0,0.0
1066-033X,IEEE CONTROL SYSTEMS MAGAZINE,0.0,1.0,0.0
Nat. Rev. Microbiol.,Nat. Rev. Microbiol.,0.0,1.0,0.0
IEEE Standard 1076-1987,IEEE Standard 1076-1987,0.0,1.0,0.0
UNIV KANSAS SCI BULL,UNIV KANSAS SCI BULL,0.0,1.0,0.0
Economics of Innovation and New Technology,Economics of Innovation and New Technology,0.0,1.0,0.0
Nat. Preced.,Nat. Preced.,0.0,1.0,0.0
Rep. No. 3.21,Rep. No. 3.21,0.0,1.0,0.0
Front. Neurosci. Conference Abstract: Neuroinformatics 2010,Front. Neurosci. Conference Abstract: Neuroinformatics 2010,0.0,1.0,0.0
Genome Biol,Genome Biol,0.0,1.0,0.0
1742-5689,JOURNAL OF THE ROYAL SOCIETY INTERFACE,0.0,2.0,0.0
Computational Fluid Dynamics,Computational Fluid Dynamics,0.0,1.0,0.0
Computing,Computing,0.0,1.0,0.0
SIGPLAN Not,SIGPLAN Not,0.0,1.0,0.0
Frontiers in synaptic neuroscience,Frontiers in synaptic neuroscience,0.0,2.0,0.0
1057-7122,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,0.0,1.0,0.0
0957-4484,NANOTECHNOLOGY,0.0,1.0,0.0
1549-8328,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,0.0,2.0,0.0
1522-8681,2012 18TH IEEE INTERNATIONAL SYMPOSIUM ON ASYNCHRONOUS CIRCUITS AND SYSTEMS (ASYNC),0.0,1.0,0.0
1932-4545,IEEE TRANSACTIONS ON BIOMEDICAL CIRCUITS AND SYSTEMS,0.0,3.0,0.0
0167-8191,PARALLEL COMPUTING,0.0,6.0,0.0
2163-4025,2012 IEEE BIOMEDICAL CIRCUITS AND SYSTEMS CONFERENCE (BIOCAS): INTELLIGENT BIOMEDICAL ELECTRONICS AND SYSTEM FOR BETTER LIFE AND BETTER ENVIRONMENT,0.0,1.0,0.0
Research in Microelectronics and Electronics,Research in Microelectronics and Electronics,0.0,1.0,0.0
"Circuits and Systems Express Briefs, IEEE Transactions on","Circuits and Systems Express Briefs, IEEE Transactions on",0.0,1.0,0.0
1089-7801,IEEE INTERNET COMPUTING,0.0,2.0,0.0
LinuxJ.,LinuxJ.,0.0,1.0,0.0
"Best papers from two Technical Sessions, at ICCS2001","Best papers from two Technical Sessions, at ICCS2001",0.0,1.0,0.0
"Forschung und wisschenschaftliches Rechnen, Beitrage zum Heinz-Billing-Preis","Forschung und wisschenschaftliches Rechnen, Beitrage zum Heinz-Billing-Preis",0.0,2.0,0.0
"NEURON, Front. Neuroinformatics","NEURON, Front. Neuroinformatics",0.0,1.0,0.0
0378-3758,JOURNAL OF STATISTICAL PLANNING AND INFERENCE,0.0,2.0,0.0
0893-133X,NEUROPSYCHOPHARMACOLOGY,0.0,3.0,0.0
1350-7265,BERNOULLI,0.0,1.0,0.0
Technical Report No. 91-07,Technical Report No. 91-07,0.0,1.0,0.0
0075-8442,BOOTSTRAPPING AND RELATED TECHNIQUES,0.0,1.0,0.0
Proceedings of the 2006 ACM SIGMOD international conference on Management of data,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,0.0,1.0,0.0
0309-1708,ADVANCES IN WATER RESOURCES,0.0,1.0,0.0
0939-6411,EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,0.0,3.0,0.0
Eur. J. Biochem.,Eur. J. Biochem.,0.0,1.0,0.0
0960-8524,BIORESOURCE TECHNOLOGY,0.0,1.0,0.0
0376-7388,JOURNAL OF MEMBRANE SCIENCE,0.0,1.0,0.0
0955-0674,CURRENT OPINION IN CELL BIOLOGY,0.0,2.0,0.0
Acta Inf.,Acta Inf.,0.0,1.0,0.0
1939-5094,WILEY INTERDISCIPLINARY REVIEWS-SYSTEMS BIOLOGY AND MEDICINE,0.0,1.0,0.0
0029-5981,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,0.0,1.0,0.0
0018-9448,IEEE TRANSACTIONS ON INFORMATION THEORY,0.0,3.0,0.0
0020-7748,INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,0.0,2.0,0.0
Netw. Sci.,Netw. Sci.,0.0,1.0,0.0
Problemy Peredachi Informatsii,Problemy Peredachi Informatsii,0.0,1.0,0.0
0013-0095,ECONOMIC GEOGRAPHY,0.0,1.0,0.0
American Journal of Mathematical and Management Sciences,American Journal of Mathematical and Management Sciences,0.0,1.0,0.0
0007-1420,BRITISH MEDICAL BULLETIN,0.0,1.0,0.0
0003-3022,ANESTHESIOLOGY,0.0,7.0,0.0
1537-744X,SCIENTIFIC WORLD JOURNAL,0.0,1.0,0.0
0002-9513,AMERICAN JOURNAL OF PHYSIOLOGY,0.0,2.0,0.0
0363-6135,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0.0,3.0,0.0
0010-4620,COMPUTER JOURNAL,0.0,2.0,0.0
0019-9958,INFORMATION AND CONTROL,0.0,1.0,0.0
0090-6778,IEEE TRANSACTIONS ON COMMUNICATIONS,0.0,1.0,0.0
1479-8409,JOURNAL OF FINANCIAL ECONOMETRICS,0.0,1.0,0.0
Comput. Math. Method Med.,Comput. Math. Method Med.,0.0,1.0,0.0
Technical Report R-191,Technical Report R-191,0.0,1.0,0.0
1745-6916,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,0.0,3.0,0.0
0074-7742,BIOINFORMATICS OF BEHAVIOR: PART 1,0.0,2.0,0.0
0074-7742(print),BIOINFORMATICS OF BEHAVIOR: PART 1,0.0,5.0,0.0
0167-7411,TOPOI-AN INTERNATIONAL REVIEW OF PHILOSOPHY,0.0,1.0,0.0
Cognitive neuropsychiatry,Cognitive neuropsychiatry,0.0,1.0,0.0
0012-2017,DIALECTICA,0.0,1.0,0.0
0925-5273,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,0.0,1.0,0.0
0048-7333,RESEARCH POLICY,0.0,1.0,0.0
1610-1634,"PHYSICA STATUS SOLIDI C - CURRENT TOPICS IN SOLID STATE PHYSICS, VOL 6, NO 5",0.0,1.0,0.0
0026-895X,MOLECULAR PHARMACOLOGY,0.0,1.0,0.0
0017-8748,HEADACHE,0.0,1.0,0.0
1074-7427,NEUROBIOLOGY OF LEARNING AND MEMORY,0.0,1.0,0.0
1091-4269,DEPRESSION AND ANXIETY,0.0,1.0,0.0
0304-3959,PAIN,0.0,2.0,0.0
1078-8956,NATURE MEDICINE,0.0,1.0,0.0
1522-8517,NEURO-ONCOLOGY,0.0,1.0,0.0
International Society for Magnetic Resonance in Medicine,International Society for Magnetic Resonance in Medicine,0.0,2.0,0.0
Proc ASCI,Proc ASCI,0.0,1.0,0.0
Journal of Biomedical Imaging,Journal of Biomedical Imaging,0.0,1.0,0.0
Proc. Visual.,Proc. Visual.,0.0,1.0,0.0
AM MATH SOC TRANSL S,AM MATH SOC TRANSL S,0.0,1.0,0.0
0008-4182,CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,0.0,1.0,0.0
1570-7873,JOURNAL OF GRID COMPUTING,0.0,3.0,0.0
0740-7459,IEEE SOFTWARE,0.0,1.0,0.0
1045-9219,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,0.0,1.0,0.0
ERCIM News,ERCIM News,0.0,1.0,0.0
IEEE International Symposium on High Performance Distributed Computing,IEEE International Symposium on High Performance Distributed Computing,0.0,1.0,0.0
Cluster Computing,Cluster Computing,0.0,1.0,0.0
Scal. Comp. Pract. Exp,Scal. Comp. Pract. Exp,0.0,1.0,0.0
1742-6596,HIGH PERFORMANCE COMPUTING SYMPOSIUM 2011,0.0,3.0,0.0
J. Phys.: Conf. Ser.,J. Phys.: Conf. Ser.,0.0,1.0,0.0
1414-431X,BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,0.0,1.0,0.0
1752-0363,BIOMARKERS IN MEDICINE,0.0,1.0,0.0
1294-9361,EPILEPTIC DISORDERS,0.0,2.0,0.0
1380-3395,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,0.0,1.0,0.0
1933-0707,JOURNAL OF NEUROSURGERY-PEDIATRICS,0.0,1.0,0.0
1526-5900,JOURNAL OF PAIN,0.0,1.0,0.0
0081-1750,"SOCIOLOGICAL METHODOLOGY 1995, VOL 25",0.0,1.0,0.0
1745-2473,NATURE PHYSICS,0.0,1.0,0.0
Cereb Cortex,Cereb Cortex,0.0,1.0,0.0
1472-6963,BMC HEALTH SERVICES RESEARCH,0.0,1.0,0.0
1530-7026,COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,0.0,2.0,0.0
Insight J.,Insight J.,0.0,7.0,0.0
Front. Psychiatry,Front. Psychiatry,0.0,1.0,0.0
1094-9313,CYBERPSYCHOLOGY & BEHAVIOR,0.0,1.0,0.0
1471-244X,BMC PSYCHIATRY,0.0,1.0,0.0
0735-3936,BEHAVIORAL SCIENCES & THE LAW,0.0,1.0,0.0
Bildverarbeitung fur die Medizin,Bildverarbeitung fur die Medizin,0.0,1.0,0.0
SVV,SVV,0.0,1.0,0.0
Int J Adv Intell Syst,Int J Adv Intell Syst,0.0,1.0,0.0
0035-9238,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0.0,1.0,0.0
Tech. Rep. GCNU TR 2001-003,Tech. Rep. GCNU TR 2001-003,0.0,1.0,0.0
University of Toronto technical report CRG-TR-96-2,University of Toronto technical report CRG-TR-96-2,0.0,1.0,0.0
0001-1452,AIAA JOURNAL,0.0,1.0,0.0
J. Mach. Learn. Res. : Workshop Conf. Proc.,J. Mach. Learn. Res. : Workshop Conf. Proc.,0.0,1.0,0.0
Modern Mathematics for Engineers,Modern Mathematics for Engineers,0.0,1.0,0.0
1080-4013,MENTAL RETARDATION AND DEVELOPMENTAL DISABILITIES RESEARCH REVIEWS,0.0,1.0,0.0
Organ. Hum. Brain Mapp. Abstr.,Organ. Hum. Brain Mapp. Abstr.,0.0,1.0,0.0
1540-3459,MULTISCALE MODELING & SIMULATION,0.0,1.0,0.0
0022-2720,JOURNAL OF MICROSCOPY-OXFORD,0.0,4.0,0.0
0004-6256,ASTRONOMICAL JOURNAL,0.0,1.0,0.0
0076-6879,METHODS IN ENZYMOLOGY,0.0,1.0,0.0
"Ecole d'ete probabilites de Saint-Flour, XIII-1983","Ecole d'ete probabilites de Saint-Flour, XIII-1983",0.0,1.0,0.0
Front. Neuroinform. (Conference Abstract: Neuroinformatics 2013),Front. Neuroinform. (Conference Abstract: Neuroinformatics 2013),0.0,3.0,0.0
Annu Rev Neurosci,Annu Rev Neurosci,0.0,1.0,0.0
J. Neurophysiol,J. Neurophysiol,0.0,1.0,0.0
0924-9907,JOURNAL OF MATHEMATICAL IMAGING AND VISION,0.0,4.0,0.0
AMIA Annu. Symp. Proc,AMIA Annu. Symp. Proc,0.0,1.0,0.0
The open neuroimaging journal,The open neuroimaging journal,0.0,3.0,0.0
0080-4649,PROCEEDINGS OF THE ROYAL SOCIETY SERIES B-BIOLOGICAL SCIENCES,0.0,3.0,0.0
0071-1365,"ESSAYS IN BIOCHEMISTRY: SYSTEMS BIOLOGY, VOL 45",0.0,1.0,0.0
"Not. Am, Math. Soc.","Not. Am, Math. Soc.",0.0,1.0,0.0
2168-6149,JAMA NEUROLOGY,0.0,1.0,0.0
1832-4274,TWIN RESEARCH AND HUMAN GENETICS,0.0,3.0,0.0
1545-7362,INTERNATIONAL JOURNAL OF WEB SERVICES RESEARCH,0.0,1.0,0.0
2073-4425,GENES,0.0,1.0,0.0
CANCER INFORMATICS,CANCER INFORMATICS,0.0,1.0,0.0
Technical Report TRITA-NA-P0513,Technical Report TRITA-NA-P0513,0.0,1.0,0.0
FENS Abstr,FENS Abstr,0.0,1.0,0.0
1475-925X,BIOMEDICAL ENGINEERING ONLINE,0.0,3.0,0.0
Biol. Cybern.,Biol. Cybern.,0.0,1.0,0.0
0129-1831,INTERNATIONAL JOURNAL OF MODERN PHYSICS C,0.0,1.0,0.0
0097-5397,SIAM JOURNAL ON COMPUTING,0.0,2.0,0.0
Lectures on Physics: International Symposium on Mathematical Problems in Theoretical Physics,Lectures on Physics: International Symposium on Mathematical Problems in Theoretical Physics,0.0,1.0,0.0
0022-3654,JOURNAL OF PHYSICAL CHEMISTRY,0.0,1.0,0.0
Proceedings of the 4th USENIX Tcl/Tk workshop,Proceedings of the 4th USENIX Tcl/Tk workshop,0.0,1.0,0.0
1369-1473,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,0.0,1.0,0.0
NIPS,NIPS,0.0,1.0,0.0
J. Concurr. Comput. Pract. Exp.,J. Concurr. Comput. Pract. Exp.,0.0,1.0,0.0
SIGCOMM Computer Communications Review,SIGCOMM Computer Communications Review,0.0,1.0,0.0
Med. Image Anal.,Med. Image Anal.,0.0,1.0,0.0
P SPIE,P SPIE,0.0,1.0,0.0
IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE Transactions on Pattern Analysis and Machine Intelligence,0.0,1.0,0.0
arXiv:1312.6159,arXiv:1312.6159,0.0,1.0,0.0
arXiv: 1303. 7186,arXiv: 1303. 7186,0.0,1.0,0.0
ACMJ. Comput. Surv.,ACMJ. Comput. Surv.,0.0,1.0,0.0
0266-5611,INVERSE PROBLEMS,0.0,1.0,0.0
Proc Int Soc Magn Reson Med,Proc Int Soc Magn Reson Med,0.0,1.0,0.0
1939-3792,AUTISM RESEARCH,0.0,2.0,0.0
0012-1797,DIABETES,0.0,1.0,0.0
0025-729X,MEDICAL JOURNAL OF AUSTRALIA,0.0,1.0,0.0
1180-4882,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,0.0,2.0,0.0
Sci. Am.,Sci. Am.,0.0,1.0,0.0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0.0,2.0,0.0
1553-7390,PLOS GENETICS,0.0,1.0,0.0
0090-0036,AMERICAN JOURNAL OF PUBLIC HEALTH,0.0,1.0,0.0
AMIA Annu. Symp. Proc.,AMIA Annu. Symp. Proc.,0.0,1.0,0.0
Am. Statist.,Am. Statist.,0.0,1.0,0.0
1386-7857,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,0.0,1.0,0.0
0006-291X,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,0.0,1.0,0.0
IEEE. Trans. Neural Syst. Rehabil. Eng.,IEEE. Trans. Neural Syst. Rehabil. Eng.,0.0,1.0,0.0
1523-9829,ANNUAL REVIEW OF BIOMEDICAL ENGINEERING,0.0,3.0,0.0
1748-3387,NATURE NANOTECHNOLOGY,0.0,1.0,0.0
0166-5316,PERFORMANCE EVALUATION,0.0,1.0,0.0
1936-1327,"ANNUAL REVIEW OF ANALYTICAL CHEMISTRY, VOL 6",0.0,1.0,0.0
0047-2484,JOURNAL OF HUMAN EVOLUTION,0.0,1.0,0.0
Publications of the Mathematical Institute of the Hungarian Academy of Sciences,Publications of the Mathematical Institute of the Hungarian Academy of Sciences,0.0,1.0,0.0
WormBook,WormBook,0.0,1.0,0.0
0003-0147,AMERICAN NATURALIST,0.0,1.0,0.0
C. elegans II,C. elegans II,0.0,1.0,0.0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,0.0,2.0,0.0
JOURNAL OF STATISTICAL THEORY AND PRACTICE,JOURNAL OF STATISTICAL THEORY AND PRACTICE,0.0,1.0,0.0
J Syst Softw,J Syst Softw,0.0,1.0,0.0
1741-2552,JOURNAL OF NEURAL ENGINEERING,0.0,1.0,0.0
Comput Math Methods Med,Comput Math Methods Med,0.0,1.0,0.0
Brain Topography,Brain Topography,0.0,1.0,0.0
1094-687X,"2005 27th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, Vols 1-7",0.0,2.0,0.0
1097-2765,MOLECULAR CELL,0.0,1.0,0.0
Scientific American,Scientific American,0.0,1.0,0.0
J. Comput. Mediat. Comm.,J. Comput. Mediat. Comm.,0.0,1.0,0.0
International Journal of Web Based Communities,International Journal of Web Based Communities,0.0,1.0,0.0
Internet Eng. Task Force RFC,Internet Eng. Task Force RFC,0.0,1.0,0.0
1559-128X,APPLIED OPTICS,0.0,2.0,0.0
8756-5641,DEVELOPMENTAL NEUROPSYCHOLOGY,0.0,1.0,0.0
1364-5021,PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,0.0,2.0,0.0
BMC Bioinformatics,BMC Bioinformatics,0.0,1.0,0.0
Cognitive neuroscience,Cognitive neuroscience,0.0,1.0,0.0
2154-2287,IEEE PULSE,0.0,1.0,0.0
0034-6535,REVIEW OF ECONOMICS AND STATISTICS,0.0,1.0,0.0
0040-1706,TECHNOMETRICS,0.0,1.0,0.0
0251-5350,NEUROEPIDEMIOLOGY,0.0,3.0,0.0
1079-5006,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,0.0,4.0,0.0
1528-3542,EMOTION,0.0,1.0,0.0
Annals of Epidemiology,Annals of Epidemiology,0.0,1.0,0.0
0305-4470,JOURNAL OF PHYSICS A-MATHEMATICAL AND GENERAL,0.0,2.0,0.0
0959-440X,CURRENT OPINION IN STRUCTURAL BIOLOGY,0.0,1.0,0.0
Encycl. Neurosci.,Encycl. Neurosci.,0.0,1.0,0.0
Magn. Reson. Med.,Magn. Reson. Med.,0.0,1.0,0.0
SIGKDD Explorations,SIGKDD Explorations,0.0,2.0,0.0
0022-3735,JOURNAL OF PHYSICS E-SCIENTIFIC INSTRUMENTS,0.0,1.0,0.0
J Magn Reson,J Magn Reson,0.0,1.0,0.0
The International Society for Magnetic Resonance in Medicine,The International Society for Magnetic Resonance in Medicine,0.0,1.0,0.0
0249-6305,COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II,0.0,1.0,0.0
Proc. Intl. Soc. Mag. Reson. Med.,Proc. Intl. Soc. Mag. Reson. Med.,0.0,1.0,0.0
Appl. Radiol.,Appl. Radiol.,0.0,1.0,0.0
0022-2364,JOURNAL OF MAGNETIC RESONANCE,0.0,1.0,0.0
"3rd IEEE International Symposium on Biomedical Imaging: Nano to Macro, 2006","3rd IEEE International Symposium on Biomedical Imaging: Nano to Macro, 2006",0.0,1.0,0.0
0028-3908,NEUROPHARMACOLOGY,0.0,1.0,0.0
Classics in Applied Mathematics,Classics in Applied Mathematics,0.0,1.0,0.0
Comput. Res. Repository,Comput. Res. Repository,0.0,1.0,0.0
Science,Science,0.0,1.0,0.0
Curr Biol,Curr Biol,0.0,1.0,0.0
Tech. Rep. ANL-95/11-Revision 2.0.28,Tech. Rep. ANL-95/11-Revision 2.0.28,0.0,1.0,0.0
VTK Journal,VTK Journal,0.0,1.0,0.0
"CNA-139, Center for Numerical Analysis, University of Texas, Austin, Texas","CNA-139, Center for Numerical Analysis, University of Texas, Austin, Texas",0.0,1.0,0.0
0736-0258,JOURNAL OF CLINICAL NEUROPHYSIOLOGY,0.0,4.0,0.0
European Archives of Psychiatry and Clinical Neuroscience,European Archives of Psychiatry and Clinical Neuroscience,0.0,1.0,0.0
Neurobiol. Autism,Neurobiol. Autism,0.0,1.0,0.0
0890-8567,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0.0,2.0,0.0
